0.3,0.05,0.3,0.3,0.1,0.3,0.1,0.05,0.3,0.3
-0.3,0.01,-0.3,-0.3,0.05,-0.3,0.04,0.01,-0.3,-0.3
130.0,35.0,27.0,37.0,180.0,67.0,38.0,199.0,218.0,178.0
123.0,28.0,21.0,31.0,174.0,61.0,33.0,194.0,212.0,172.0
